Date,Month,Year,Company,Pipeline,Key Point,Latitude,Longitude,Direction Of Flow,Trade Type,Product,Throughput (1000 m3/d),Nameplate Capacity (1000 m3/d),Available Capacity (1000 m3/d),Reason For Variance
2010-05-01,5,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,16.0,,,
2010-05-01,5,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,18.0,,,
2010-05-01,5,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,2.0,,,
2010-05-01,5,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,45.0,
2010-06-01,6,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2010-06-01,6,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,7.0,,,
2010-06-01,6,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,5.0,,,
2010-06-01,6,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2010-06-01,6,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,18.0,,,
2010-06-01,6,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,18.0,,,
2010-06-01,6,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,3.0,,,
2010-06-01,6,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,50.0,
2010-07-01,7,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2010-07-01,7,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8.0,,,
2010-07-01,7,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,9.0,,,
2010-07-01,7,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2010-07-01,7,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,16.0,,,
2010-07-01,7,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,14.0,,,
2010-07-01,7,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2010-07-01,7,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,50.0,
2010-08-01,8,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2010-08-01,8,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8.0,,,
2010-08-01,8,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,10.0,,,
2010-08-01,8,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2010-08-01,8,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,18.0,,,
2010-08-01,8,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,11.0,,,
2010-08-01,8,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2010-08-01,8,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,52.0,
2010-09-01,9,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2010-09-01,9,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,4.0,,,
2010-09-01,9,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,6.0,,,
2010-09-01,9,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2010-09-01,9,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,27.0,,,
2010-09-01,9,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,10.0,,,
2010-09-01,9,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2010-09-01,9,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,45.0,Carryover
2010-10-01,10,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2010-10-01,10,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,3.0,,,
2010-10-01,10,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,7.0,,,
2010-10-01,10,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,2.0,,,
2010-10-01,10,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,24.0,,,
2010-10-01,10,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,13.0,,,
2010-10-01,10,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2010-10-01,10,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,49.0,
2010-11-01,11,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2010-11-01,11,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8.0,,,
2010-11-01,11,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,8.0,,,
2010-11-01,11,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,1.0,,,
2010-11-01,11,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,25.0,,,
2010-11-01,11,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,8.0,,,
2010-11-01,11,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,1.0,,,
2010-11-01,11,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,50.0,
2010-12-01,12,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2010-12-01,12,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8.0,,,
2010-12-01,12,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,9.0,,,
2010-12-01,12,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,1.0,,,
2010-12-01,12,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,25.0,,,
2010-12-01,12,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,9.0,,,
2010-12-01,12,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2010-12-01,12,2010,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,47.0,Carryover
2011-01-01,1,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2011-01-01,1,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8.0,,,
2011-01-01,1,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,8.0,,,
2011-01-01,1,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,2.0,,,
2011-01-01,1,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,21.0,,,
2011-01-01,1,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,7.0,,,
2011-01-01,1,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2011-01-01,1,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,46.0,Carryover
2011-02-01,2,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2011-02-01,2,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,7.0,,,
2011-02-01,2,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,7.0,,,
2011-02-01,2,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,1.0,,,
2011-02-01,2,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,23.0,,,
2011-02-01,2,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,9.0,,,
2011-02-01,2,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2011-02-01,2,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,44.0,Maintenance; carryover
2011-03-01,3,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2011-03-01,3,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,7.0,,,
2011-03-01,3,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,6.0,,,
2011-03-01,3,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2011-03-01,3,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,28.0,,,
2011-03-01,3,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,7.0,,,
2011-03-01,3,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2011-03-01,3,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,48.0,
2011-04-01,4,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2011-04-01,4,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8.0,,,
2011-04-01,4,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,4.0,,,
2011-04-01,4,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2011-04-01,4,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,22.0,,,
2011-04-01,4,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,6.0,,,
2011-04-01,4,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2011-04-01,4,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,49.0,
2011-05-01,5,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2011-05-01,5,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8.0,,,
2011-05-01,5,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,5.0,,,
2011-05-01,5,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2011-05-01,5,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,20.0,,,
2011-05-01,5,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,8.0,,,
2011-05-01,5,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2011-05-01,5,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,45.0,Maintenance
2011-06-01,6,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2011-06-01,6,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,7.0,,,
2011-06-01,6,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,6.0,,,
2011-06-01,6,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2011-06-01,6,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,22.0,,,
2011-06-01,6,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,5.0,,,
2011-06-01,6,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2011-06-01,6,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,38.0,Carryover
2011-07-01,7,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2011-07-01,7,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,7.0,,,
2011-07-01,7,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,9.0,,,
2011-07-01,7,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2011-07-01,7,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,19.0,,,
2011-07-01,7,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,7.0,,,
2011-07-01,7,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2011-07-01,7,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,41.0,
2011-08-01,8,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2011-08-01,8,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,7.0,,,
2011-08-01,8,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,10.0,,,
2011-08-01,8,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2011-08-01,8,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,21.0,,,
2011-08-01,8,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,6.0,,,
2011-08-01,8,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2011-08-01,8,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,42.0,
2011-09-01,9,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2011-09-01,9,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,7.0,,,
2011-09-01,9,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,10.0,,,
2011-09-01,9,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2011-09-01,9,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,21.0,,,
2011-09-01,9,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,9.0,,,
2011-09-01,9,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2011-09-01,9,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,43.0,
2011-10-01,10,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2011-10-01,10,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,5.0,,,
2011-10-01,10,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,8.0,,,
2011-10-01,10,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2011-10-01,10,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,22.0,,,
2011-10-01,10,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,4.0,,,
2011-10-01,10,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2011-10-01,10,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,45.0,Maintenance
2011-11-01,11,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2011-11-01,11,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,6.0,,,
2011-11-01,11,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,8.0,,,
2011-11-01,11,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2011-11-01,11,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,23.0,,,
2011-11-01,11,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,7.0,,,
2011-11-01,11,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2011-11-01,11,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,45.0,
2011-12-01,12,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2011-12-01,12,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,7.0,,,
2011-12-01,12,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,8.0,,,
2011-12-01,12,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2011-12-01,12,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,21.0,,,
2011-12-01,12,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,9.0,,,
2011-12-01,12,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2011-12-01,12,2011,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,36.0,Maintenance; carryover
2012-01-01,1,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2012-01-01,1,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,7.0,,,
2012-01-01,1,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,9.0,,,
2012-01-01,1,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,3.0,,,
2012-01-01,1,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,20.0,,,
2012-01-01,1,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,3.0,,,
2012-01-01,1,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2012-01-01,1,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,41.0,Pressure Restriction; heavy percentage
2012-02-01,2,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2012-02-01,2,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8.0,,,
2012-02-01,2,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,11.0,,,
2012-02-01,2,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,2.0,,,
2012-02-01,2,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,20.0,,,
2012-02-01,2,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,7.0,,,
2012-02-01,2,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,1.0,,,
2012-02-01,2,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,44.0,Pressure Restriction; heavy percentage
2012-03-01,3,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2012-03-01,3,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8.0,,,
2012-03-01,3,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,7.0,,,
2012-03-01,3,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2012-03-01,3,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,19.0,,,
2012-03-01,3,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,9.0,,,
2012-03-01,3,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2012-03-01,3,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,43.0,Pressure Restriction; heavy percentage; maintenance
2012-04-01,4,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2012-04-01,4,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,9.0,,,
2012-04-01,4,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,5.0,,,
2012-04-01,4,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,1.0,,,
2012-04-01,4,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,19.0,,,
2012-04-01,4,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,12.0,,,
2012-04-01,4,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2012-04-01,4,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,47.0,Heavy percentage; maintenance
2012-05-01,5,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2012-05-01,5,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8.0,,,
2012-05-01,5,2012,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,7.0,,,
